week,weekorder,date,ReportingLaboratory,test_sarscov2,pos_sarscov2,test_flu,pos_flu,pos_flua_h1,pos_flua_h3,pos_flua_uns,pos_flua,pos_flub,test_rsv,pos_rsv,test_hpiv,pos_hpiv_1,pos_hpiv_2,pos_hpiv_3,pos_hpiv_4,pos_hpiv_other,test_adv,pos_adv,test_hmpv,pos_hmpv,test_evrv,pos_evrv,test_hcov,pos_hcov
52,18,2025-12-27,Northwest Territories,68,2,68,35,12,22,0,34,1,68,1,N/A,N/A,N/A,N/A,N/A,N/A,68,0,68,0,68,4,N/A,N/A
52,18,2025-12-27,Nunavut,168,12,167,98,4,89,5,98,0,167,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
52,18,2025-12-27,Territories,271,15,266,140,18,115,5,138,2,266,2,N/A,N/A,N/A,N/A,N/A,N/A,68,0,68,0,68,4,N/A,N/A
52,18,2025-12-27,Canada,58518,2567,59840,20771,526,4430,15291,20551,220,54660,1711,13980,25,45,17,49,81,13319,143,14008,106,14393,785,12658,133
53,19,2026-01-03,Newfoundland and Labrador,658,41,599,143,0,81,62,143,0,599,5,599,3,2,2,8,0,599,9,599,21,599,28,599,11
53,19,2026-01-03,Prince Edward Island,307,14,299,100,0,2,98,100,0,299,2,19,0,0,0,0,0,19,2,19,1,19,5,19,0
53,19,2026-01-03,Nova Scotia,2351,204,2366,509,8,148,346,502,7,2366,81,45,1,0,0,0,0,45,1,45,0,45,7,45,0
53,19,2026-01-03,New Brunswick,1728,142,1731,428,5,55,368,428,0,1731,31,127,0,0,1,1,1,127,6,127,0,127,9,127,3
53,19,2026-01-03,Atlantic,5044,401,4995,1180,13,286,874,1173,7,4995,119,790,4,2,3,9,1,790,18,790,22,790,49,790,14
53,19,2026-01-03,Quebec,18480,1054,19590,6284,1,2,6250,6253,31,14985,397,1497,3,1,3,10,0,1509,40,1497,10,1557,121,1491,41
53,19,2026-01-03,Ontario,18708,980,18155,4470,110,640,3651,4401,69,18282,756,7297,0,0,0,0,93,6541,46,7192,54,7537,263,5986,70
53,19,2026-01-03,Manitoba,2097,88,1799,240,0,16,222,238,2,1799,20,133,0,0,1,2,0,133,0,133,2,133,17,133,0
53,19,2026-01-03,Saskatchewan,2497,124,2539,768,1,52,711,764,4,2284,107,789,5,1,4,8,0,789,6,789,3,789,46,789,3
53,19,2026-01-03,Alberta,8089,338,7923,2233,215,1824,91,2134,99,7493,319,2502,7,9,6,19,0,2501,10,2500,13,2498,113,2502,38
53,19,2026-01-03,Prairies,12683,550,12261,3241,216,1892,1024,3136,105,11576,446,3424,12,10,11,29,0,3423,16,3422,18,3420,176,3424,41
53,19,2026-01-03,British Columbia,4713,141,5923,1451,136,850,7,1432,19,5923,287,1132,6,8,8,15,0,1156,17,1131,59,1153,113,1116,15
53,19,2026-01-03,Yukon,49,0,42,6,2,1,0,3,3,41,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53,19,2026-01-03,Northwest Territories,60,4,60,21,5,15,0,20,1,60,2,N/A,N/A,N/A,N/A,N/A,N/A,60,0,60,0,60,2,N/A,N/A
53,19,2026-01-03,Nunavut,148,4,148,47,7,26,14,47,0,148,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
53,19,2026-01-03,Territories,257,8,250,74,14,42,14,70,4,249,2,N/A,N/A,N/A,N/A,N/A,N/A,60,0,60,0,60,2,N/A,N/A
53,19,2026-01-03,Canada,59885,3134,61174,16700,490,3712,11820,16465,235,56010,2007,14140,25,21,25,63,94,13479,137,14092,163,14517,724,12807,181
1,20,2026-01-10,Newfoundland and Labrador,641,29,593,101,2,65,34,101,0,593,10,593,1,8,2,13,0,593,5,593,16,593,26,593,22
1,20,2026-01-10,Prince Edward Island,256,5,255,57,0,0,54,54,3,255,8,8,0,0,0,0,0,8,0,8,1,8,2,8,0
1,20,2026-01-10,Nova Scotia,2148,149,2179,392,14,96,277,387,5,2179,91,51,1,0,0,1,0,51,1,51,1,51,5,51,0
1,20,2026-01-10,New Brunswick,1440,116,1465,208,3,25,178,206,2,1465,38,108,2,0,0,0,0,108,3,108,0,108,11,108,3
1,20,2026-01-10,Atlantic,4485,299,4492,758,19,186,543,748,10,4492,147,760,4,8,2,14,0,760,9,760,18,760,44,760,25
1,20,2026-01-10,Quebec,16268,945,16348,3462,1,2,3420,3423,39,12661,344,1412,2,1,2,0,0,1422,31,1412,14,1485,92,1398,42
1,20,2026-01-10,Ontario,14952,885,14467,2007,63,340,1541,1944,63,14565,702,5907,0,0,0,0,51,5341,34,5688,44,6111,185,4983,84
1,20,2026-01-10,Manitoba,1722,81,1530,114,0,17,97,114,0,1530,18,125,0,2,0,3,0,125,3,125,7,125,7,125,2
1,20,2026-01-10,Saskatchewan,2049,126,2073,359,6,76,267,349,10,1871,83,669,5,5,1,7,0,669,10,669,2,669,29,669,9
1,20,2026-01-10,Alberta,6848,327,6704,1081,150,764,58,977,104,6273,295,2190,16,5,2,14,0,2190,6,2189,25,2189,101,2190,39
1,20,2026-01-10,Prairies,10619,534,10307,1554,156,857,422,1440,114,9674,396,2984,21,12,3,24,0,2984,19,2983,34,2983,137,2984,50
1,20,2026-01-10,British Columbia,5033,132,5929,1266,125,528,6,1234,32,5929,264,1224,9,6,8,15,0,1244,12,1222,75,1255,94,1212,20
1,20,2026-01-10,Yukon,44,0,33,4,0,4,0,4,0,32,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,20,2026-01-10,Northwest Territories,59,7,59,11,3,7,0,10,1,59,4,N/A,N/A,N/A,N/A,N/A,N/A,59,0,59,0,59,8,N/A,N/A
1,20,2026-01-10,Nunavut,118,11,117,56,5,49,2,56,0,117,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1,20,2026-01-10,Territories,221,18,209,71,8,60,2,70,1,208,5,N/A,N/A,N/A,N/A,N/A,N/A,59,0,59,0,59,8,N/A,N/A
1,20,2026-01-10,Canada,51578,2813,51752,9118,372,1973,5934,8859,259,47529,1858,12287,36,27,15,53,51,11810,105,12124,185,12653,560,11337,221
2,21,2026-01-17,Newfoundland and Labrador,514,29,453,67,2,60,4,66,1,453,7,453,0,6,3,7,0,453,4,453,24,453,13,453,16
2,21,2026-01-17,Prince Edward Island,198,7,197,40,0,0,37,37,3,197,3,8,0,0,1,0,0,8,0,8,0,8,0,8,0
2,21,2026-01-17,Nova Scotia,1835,147,1842,285,0,9,271,280,5,1842,88,29,0,0,0,0,0,29,2,29,0,29,0,29,0
2,21,2026-01-17,New Brunswick,1257,94,1266,124,0,9,115,124,0,1266,58,115,1,0,1,1,0,115,7,115,2,115,10,115,4
2,21,2026-01-17,Atlantic,3804,277,3758,516,2,78,427,507,9,3758,156,605,1,6,5,8,0,605,13,605,26,605,23,605,20
2,21,2026-01-17,Quebec,12357,643,12238,1868,1,2,1826,1829,39,9470,438,1229,7,3,0,3,0,1240,16,1229,16,1308,76,1217,37
2,21,2026-01-17,Ontario,12222,756,11748,858,32,125,645,802,56,11928,792,5008,0,0,0,0,49,4556,36,4805,30,5203,183,4156,107
2,21,2026-01-17,Manitoba,1320,70,1203,67,0,0,66,66,1,1203,12,81,1,0,1,4,0,81,0,81,2,81,7,81,1
2,21,2026-01-17,Saskatchewan,1495,89,1511,177,11,66,92,169,8,1382,122,482,3,3,4,5,0,482,7,482,9,482,21,482,7
2,21,2026-01-17,Alberta,5322,206,5132,508,71,314,23,408,100,4851,282,1697,12,5,8,9,0,1697,9,1696,44,1693,80,1697,59
2,21,2026-01-17,Prairies,8137,365,7846,752,82,380,181,643,109,7436,416,2260,16,8,13,18,0,2260,16,2259,55,2256,108,2260,67
2,21,2026-01-17,British Columbia,3932,106,4748,692,42,198,3,666,26,4748,276,929,8,5,4,10,0,951,7,926,35,948,73,918,12
2,21,2026-01-17,Yukon,40,0,34,7,0,7,0,7,0,34,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,21,2026-01-17,Northwest Territories,41,6,41,0,0,0,0,0,0,41,0,N/A,N/A,N/A,N/A,N/A,N/A,41,0,41,1,41,8,N/A,N/A
2,21,2026-01-17,Nunavut,93,5,93,34,3,23,6,32,2,93,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
2,21,2026-01-17,Territories,174,11,168,41,3,30,6,39,2,168,3,N/A,N/A,N/A,N/A,N/A,N/A,41,0,41,1,41,8,N/A,N/A
2,21,2026-01-17,Canada,40626,2158,40506,4727,162,813,3088,4486,241,37508,2081,10031,32,22,22,39,49,9653,88,9865,163,10361,471,9156,243
3,22,2026-01-24,Newfoundland and Labrador,511,10,469,51,1,46,4,51,0,469,8,469,0,5,3,5,0,469,0,469,31,469,24,469,24
3,22,2026-01-24,Prince Edward Island,117,3,117,12,0,0,11,11,1,117,7,11,1,0,0,0,0,11,0,11,1,11,2,11,0
3,22,2026-01-24,Nova Scotia,1564,109,1585,261,1,24,226,251,10,1585,66,41,1,0,0,0,0,41,2,41,1,41,2,41,1
3,22,2026-01-24,New Brunswick,1068,95,1086,99,1,5,92,98,1,1086,61,108,2,0,2,1,1,108,2,108,2,108,17,108,3
3,22,2026-01-24,Atlantic,3260,217,3257,423,3,75,333,411,12,3257,142,629,4,5,5,6,1,629,4,629,35,629,45,629,28
3,22,2026-01-24,Quebec,10572,561,10328,1006,0,0,953,953,53,8110,557,1088,5,0,9,2,0,1097,32,1087,26,1161,91,1083,66
3,22,2026-01-24,Ontario,11243,726,10780,487,18,48,347,413,74,10916,787,4575,0,0,0,0,43,4169,28,4432,40,4760,174,3766,122
3,22,2026-01-24,Manitoba,1106,48,1039,21,0,0,21,21,0,1039,18,76,0,0,0,0,0,76,1,76,6,76,7,76,0
3,22,2026-01-24,Saskatchewan,1343,84,1348,97,2,21,59,82,15,1233,114,472,2,4,1,5,0,472,7,472,7,472,29,472,6
3,22,2026-01-24,Alberta,5024,178,4795,324,39,152,8,200,124,4557,345,1595,8,4,11,10,0,1594,9,1595,37,1595,110,1595,76
3,22,2026-01-24,Prairies,7473,310,7182,442,41,173,88,303,139,6829,477,2143,10,8,12,15,0,2142,17,2143,50,2143,146,2143,82
3,22,2026-01-24,British Columbia,3459,112,4285,486,34,170,2,448,38,4285,294,938,6,2,6,20,0,958,6,938,47,957,74,922,23
3,22,2026-01-24,Yukon,35,1,33,6,0,5,0,5,1,33,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,22,2026-01-24,Northwest Territories,47,3,47,2,0,2,0,2,0,47,0,N/A,N/A,N/A,N/A,N/A,N/A,47,0,47,3,47,4,N/A,N/A
3,22,2026-01-24,Nunavut,65,3,65,9,0,7,1,8,1,65,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
3,22,2026-01-24,Territories,147,7,145,17,0,14,1,15,2,145,0,N/A,N/A,N/A,N/A,N/A,N/A,47,0,47,3,47,4,N/A,N/A
3,22,2026-01-24,Canada,36154,1933,35977,2861,96,480,1724,2543,318,33542,2257,9373,25,15,32,43,44,9042,87,9276,201,9697,534,8543,321
4,23,2026-01-31,Newfoundland and Labrador,448,12,417,45,1,41,3,45,0,417,14,417,2,4,6,2,0,417,2,417,16,417,17,417,20
4,23,2026-01-31,Prince Edward Island,147,7,145,22,0,1,12,13,9,145,16,12,0,1,0,0,0,12,2,12,1,12,4,12,0
4,23,2026-01-31,Nova Scotia,1481,110,1470,226,0,12,197,209,17,1470,76,40,2,0,0,0,0,40,0,40,0,40,1,40,3
4,23,2026-01-31,New Brunswick,1019,87,1025,70,2,5,62,69,1,1025,82,120,0,1,0,0,1,120,4,120,0,120,20,120,8
4,23,2026-01-31,Atlantic,3095,216,3057,363,3,59,274,336,27,3057,188,589,4,6,6,2,1,589,8,589,17,589,42,589,31
4,23,2026-01-31,Quebec,9812,504,9697,811,0,0,747,747,64,7730,647,1129,3,5,5,3,0,1143,37,1129,11,1225,100,1117,84
4,23,2026-01-31,Ontario,10385,640,10008,290,18,26,168,212,78,10096,775,4178,0,0,0,0,37,3785,32,4026,60,4290,153,3452,143
4,23,2026-01-31,Manitoba,1113,74,1015,19,0,1,18,19,0,1015,29,70,1,0,0,0,0,70,3,70,3,70,8,70,2
4,23,2026-01-31,Saskatchewan,1267,83,1297,76,7,11,30,48,28,1176,123,436,6,0,2,2,0,436,7,436,8,436,20,436,14
4,23,2026-01-31,Alberta,5047,210,4821,315,37,93,5,136,179,4587,446,1660,6,2,5,3,0,1660,7,1660,40,1660,113,1660,82
4,23,2026-01-31,Prairies,7427,367,7133,410,44,105,53,203,207,6778,598,2166,13,2,7,5,0,2166,17,2166,51,2166,141,2166,98
4,23,2026-01-31,British Columbia,3850,145,4518,542,48,148,3,493,49,4518,360,922,8,3,8,4,0,942,12,920,48,949,109,907,32
4,23,2026-01-31,Yukon,59,0,51,10,0,8,0,9,1,52,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,23,2026-01-31,Northwest Territories,32,1,32,1,0,1,0,1,0,32,2,N/A,N/A,N/A,N/A,N/A,N/A,32,1,32,0,32,4,N/A,N/A
4,23,2026-01-31,Nunavut,60,3,60,10,0,4,0,4,6,60,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
4,23,2026-01-31,Territories,151,4,143,21,0,13,0,14,7,144,6,N/A,N/A,N/A,N/A,N/A,N/A,32,1,32,0,32,4,N/A,N/A
4,23,2026-01-31,Canada,34720,1876,34556,2437,113,351,1245,2005,432,32323,2574,8984,28,16,26,14,38,8657,107,8862,187,9251,549,8231,388
5,24,2026-02-07,Newfoundland and Labrador,362,7,327,47,2,42,3,47,0,327,3,327,1,2,1,3,0,327,4,327,18,327,15,327,22
5,24,2026-02-07,Prince Edward Island,158,6,149,34,0,0,22,22,12,149,4,8,0,0,0,0,0,8,1,8,3,8,2,8,2
5,24,2026-02-07,Nova Scotia,1400,62,1419,202,1,23,162,186,16,1419,81,36,3,0,0,0,0,36,0,36,0,36,3,36,2
5,24,2026-02-07,New Brunswick,1121,96,1120,88,4,1,82,87,1,1120,93,91,0,0,1,1,1,91,2,91,4,91,17,91,13
5,24,2026-02-07,Atlantic,3041,171,3015,371,7,66,269,342,29,3015,181,462,4,2,2,4,1,462,7,462,25,462,37,462,39
5,24,2026-02-07,Quebec,10029,533,9916,670,1,0,555,556,114,7945,711,1157,3,3,2,0,0,1170,28,1157,26,1231,102,1155,103
5,24,2026-02-07,Ontario,10669,757,10284,277,23,13,148,184,93,10368,778,4513,0,0,0,0,36,4087,33,4308,60,4639,199,3751,233
5,24,2026-02-07,Manitoba,1004,56,941,8,0,2,5,7,1,941,22,78,0,1,0,0,0,78,0,78,6,78,7,78,3
5,24,2026-02-07,Saskatchewan,1425,90,1426,61,3,7,15,25,36,1322,172,519,4,3,6,10,0,519,12,519,18,519,44,519,37
5,24,2026-02-07,Alberta,4967,216,4789,324,33,49,3,85,239,4523,419,1591,8,4,1,4,0,1591,12,1591,46,1591,132,1591,120
5,24,2026-02-07,Prairies,7396,362,7156,393,36,58,23,117,276,6786,613,2188,12,8,7,14,0,2188,24,2188,70,2188,183,2188,160
5,24,2026-02-07,British Columbia,3677,120,4145,386,24,120,0,331,55,4145,365,907,4,4,6,8,1,923,10,909,45,947,118,888,32
5,24,2026-02-07,Yukon,59,1,45,14,2,7,0,12,2,45,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,24,2026-02-07,Northwest Territories,35,2,35,1,0,0,0,0,1,35,8,N/A,N/A,N/A,N/A,N/A,N/A,35,1,35,1,35,5,N/A,N/A
5,24,2026-02-07,Nunavut,86,7,86,25,0,4,1,5,20,86,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
5,24,2026-02-07,Territories,180,10,166,40,2,11,1,17,23,166,16,N/A,N/A,N/A,N/A,N/A,N/A,35,1,35,1,35,5,N/A,N/A
5,24,2026-02-07,Canada,34992,1953,34682,2137,93,268,996,1547,590,32425,2664,9227,23,17,17,26,38,8865,103,9059,227,9502,644,8444,567
6,25,2026-02-14,Newfoundland and Labrador,402,6,359,61,2,53,6,61,0,359,8,359,0,2,0,1,0,359,3,359,25,359,15,359,34
6,25,2026-02-14,Prince Edward Island,190,5,179,57,0,0,28,28,29,179,8,21,0,0,0,0,0,21,1,21,6,21,2,21,4
6,25,2026-02-14,Nova Scotia,1413,58,1429,207,2,14,159,175,32,1429,97,36,1,0,0,0,0,36,1,36,0,36,5,36,2
6,25,2026-02-14,New Brunswick,1146,86,1099,84,5,3,73,81,3,1099,97,60,0,0,1,0,0,60,1,60,3,60,7,60,7
6,25,2026-02-14,Atlantic,3151,155,3066,409,9,70,266,345,64,3066,210,476,1,2,1,1,0,476,6,476,34,476,29,476,47
6,25,2026-02-14,Quebec,10176,517,9992,587,0,1,494,495,92,8022,845,1101,4,1,4,4,0,1118,34,1101,37,1196,71,1093,114
6,25,2026-02-14,Ontario,10774,776,10388,306,28,10,136,174,132,10485,827,4573,0,0,0,0,46,4119,32,4354,105,4713,204,3732,262
6,25,2026-02-14,Manitoba,1094,63,1007,12,0,0,7,7,5,1007,31,52,0,1,1,0,0,52,3,52,5,52,7,52,7
6,25,2026-02-14,Saskatchewan,1437,102,1430,60,1,2,16,19,41,1346,154,530,6,1,5,5,0,530,4,530,26,530,48,530,43
6,25,2026-02-14,Alberta,5107,209,4959,375,24,41,4,70,305,4698,458,1671,5,4,14,13,0,1671,12,1671,55,1671,141,1671,136
6,25,2026-02-14,Prairies,7638,374,7396,447,25,43,27,96,351,7051,643,2253,11,6,20,18,0,2253,19,2253,86,2253,196,2253,186
6,25,2026-02-14,British Columbia,3284,94,3707,234,19,64,2,173,61,3707,346,847,1,1,6,14,1,879,12,852,72,884,97,845,37
6,25,2026-02-14,Yukon,38,1,29,8,1,6,0,8,0,29,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,25,2026-02-14,Northwest Territories,38,0,38,0,0,0,0,0,0,38,2,N/A,N/A,N/A,N/A,N/A,N/A,38,0,38,2,38,6,N/A,N/A
6,25,2026-02-14,Nunavut,85,5,85,7,0,4,0,4,3,85,8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
6,25,2026-02-14,Territories,161,6,152,15,1,10,0,12,3,152,10,N/A,N/A,N/A,N/A,N/A,N/A,38,0,38,2,38,6,N/A,N/A
6,25,2026-02-14,Canada,35184,1922,34701,1998,82,198,925,1295,703,32483,2881,9250,17,10,31,37,47,8883,103,9074,336,9560,603,8399,646
7,26,2026-02-21,Newfoundland and Labrador,405,14,362,43,1,40,1,42,1,362,17,362,0,0,4,2,0,362,2,362,26,362,10,362,31
7,26,2026-02-21,Prince Edward Island,209,7,207,42,0,0,13,13,29,207,23,25,0,0,2,0,0,25,1,25,3,25,3,25,1
7,26,2026-02-21,Nova Scotia,1492,55,1511,218,9,12,121,142,76,1511,93,49,0,0,1,0,0,49,0,49,0,49,6,49,4
7,26,2026-02-21,New Brunswick,1029,60,1033,50,1,2,42,45,5,1033,78,90,0,0,1,1,0,90,2,90,5,90,13,90,12
7,26,2026-02-21,Atlantic,3135,136,3113,353,11,54,177,242,111,3113,211,526,0,0,8,3,0,526,5,526,34,526,32,526,48
7,26,2026-02-21,Quebec,10211,492,10056,535,0,1,378,379,156,8137,836,1187,3,2,6,3,0,1202,42,1187,35,1253,86,1179,136
7,26,2026-02-21,Ontario,11103,843,10811,307,15,8,108,131,176,10894,809,4745,0,0,0,0,35,4199,35,4555,117,4896,234,3972,337
7,26,2026-02-21,Manitoba,718,67,1053,7,0,1,2,3,4,1053,22,75,0,0,0,0,0,75,0,75,6,75,4,75,7
7,26,2026-02-21,Saskatchewan,1389,81,1395,76,2,3,32,37,39,1318,156,462,1,1,3,3,0,462,3,462,33,462,24,462,54
7,26,2026-02-21,Alberta,5236,216,2933,186,13,14,1,28,158,4818,418,1761,16,1,11,11,0,1759,8,1758,64,1759,135,1761,180
7,26,2026-02-21,Prairies,7343,364,5381,269,15,18,35,68,201,7189,596,2298,17,2,14,14,0,2296,11,2295,103,2296,163,2298,241
7,26,2026-02-21,British Columbia,3202,118,3675,224,21,55,2,163,61,3675,335,897,7,5,6,13,0,924,12,900,63,929,90,888,47
7,26,2026-02-21,Yukon,42,0,34,5,0,2,0,4,1,34,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,26,2026-02-21,Northwest Territories,37,1,37,4,0,0,0,0,4,37,6,N/A,N/A,N/A,N/A,N/A,N/A,37,0,37,2,37,5,N/A,N/A
7,26,2026-02-21,Nunavut,66,5,66,0,0,0,0,0,0,66,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7,26,2026-02-21,Territories,145,6,137,9,0,2,0,4,5,137,7,N/A,N/A,N/A,N/A,N/A,N/A,37,0,37,2,37,5,N/A,N/A
7,26,2026-02-21,Canada,35139,1959,33173,1697,62,138,700,987,710,33145,2794,9653,27,9,34,33,35,9184,105,9500,354,9937,610,8863,809
8,27,2026-02-28,Newfoundland and Labrador,450,3,392,28,1,26,1,28,0,392,18,392,1,3,0,1,0,392,2,392,20,392,8,392,49
8,27,2026-02-28,Prince Edward Island,172,5,172,22,0,0,4,4,18,172,17,8,0,0,0,0,0,8,0,8,1,8,0,8,2
8,27,2026-02-28,Nova Scotia,1522,54,1546,247,3,6,140,149,98,1546,74,51,2,0,1,1,0,51,2,51,0,51,5,51,7
8,27,2026-02-28,New Brunswick,1064,59,1057,58,1,2,35,38,20,1057,93,141,1,1,5,1,2,141,5,141,7,141,13,141,22
8,27,2026-02-28,Atlantic,3208,121,3167,355,5,34,180,219,136,3167,202,592,4,4,6,3,2,592,9,592,28,592,26,592,80
8,27,2026-02-28,Quebec,10142,418,9917,491,0,0,288,288,203,8127,885,1188,6,4,6,1,0,1203,37,1188,69,1257,67,1178,119
8,27,2026-02-28,Ontario,10943,786,10527,320,9,11,79,99,221,10637,788,4610,0,0,0,0,41,4129,29,4459,126,4782,197,3797,372
8,27,2026-02-28,Manitoba,1240,81,1110,12,0,1,7,8,4,1110,50,95,0,0,1,0,0,95,0,95,9,95,10,95,18
8,27,2026-02-28,Saskatchewan,1443,71,1440,70,3,8,9,20,50,1345,156,539,3,5,7,2,0,539,12,539,45,539,44,539,57
8,27,2026-02-28,Alberta,5301,178,1776,107,4,10,0,14,93,4769,364,1776,10,5,12,9,0,1776,10,1776,78,1776,105,1776,202
8,27,2026-02-28,Prairies,7984,330,4326,189,7,19,16,42,147,7224,570,2410,13,10,20,11,0,2410,22,2410,132,2410,159,2410,277
8,27,2026-02-28,British Columbia,3341,104,3759,309,36,70,0,214,95,3759,277,852,5,1,7,2,0,878,9,854,73,878,86,844,60
8,27,2026-02-28,Yukon,36,0,32,5,0,3,0,4,1,32,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,27,2026-02-28,Northwest Territories,30,0,30,3,0,0,0,0,3,30,3,N/A,N/A,N/A,N/A,N/A,N/A,30,0,30,0,30,3,N/A,N/A
8,27,2026-02-28,Nunavut,95,6,95,10,0,0,0,0,10,95,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8,27,2026-02-28,Territories,161,6,157,18,0,3,0,4,14,157,21,N/A,N/A,N/A,N/A,N/A,N/A,30,0,30,0,30,3,N/A,N/A
8,27,2026-02-28,Canada,35779,1765,31853,1682,57,137,563,866,816,33071,2743,9652,28,19,39,17,43,9242,106,9533,428,9949,538,8821,908
9,28,2026-03-07,Newfoundland and Labrador,424,13,374,25,1,24,0,25,0,374,19,374,0,2,1,2,0,374,3,374,10,374,13,374,44
9,28,2026-03-07,Prince Edward Island,129,2,129,15,0,0,3,3,12,129,6,13,0,0,0,0,0,13,2,13,6,13,1,13,0
9,28,2026-03-07,Nova Scotia,1521,31,1536,240,1,6,110,117,123,1536,84,49,0,0,0,0,0,49,0,49,0,49,7,49,8
9,28,2026-03-07,New Brunswick,1057,21,1070,73,0,5,32,37,36,1070,101,137,0,0,4,1,1,137,6,137,15,137,14,137,13
9,28,2026-03-07,Atlantic,3131,67,3109,353,2,35,145,182,171,3109,210,573,0,2,5,3,1,573,11,573,31,573,35,573,65
9,28,2026-03-07,Quebec,9338,279,9231,453,0,0,219,219,234,7617,750,1151,1,0,3,4,0,1164,43,1150,72,1223,82,1146,127
9,28,2026-03-07,Ontario,10348,659,10083,333,11,5,50,66,267,10168,646,4484,0,0,0,0,52,4022,34,4346,141,4621,188,3753,324
9,28,2026-03-07,Manitoba,1230,57,1130,10,0,0,2,2,8,1130,55,101,0,0,4,0,0,101,1,101,17,101,5,101,15
9,28,2026-03-07,Saskatchewan,1402,53,1399,71,3,3,4,10,61,1304,136,519,1,0,13,1,0,519,2,519,62,519,38,519,69
9,28,2026-03-07,Alberta,5410,206,1813,102,2,7,1,10,92,4902,345,1813,6,5,16,16,0,1813,14,1812,93,1812,116,1813,189
9,28,2026-03-07,Prairies,8042,316,4342,183,5,10,7,22,161,7336,536,2433,7,5,33,17,0,2433,17,2432,172,2432,159,2433,273
9,28,2026-03-07,British Columbia,3293,100,3719,326,11,76,0,174,152,3719,269,809,2,4,3,8,0,842,15,813,74,832,80,804,70
9,28,2026-03-07,Yukon,21,0,17,2,0,1,0,1,1,17,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,28,2026-03-07,Northwest Territories,38,0,38,1,1,0,0,1,0,38,7,N/A,N/A,N/A,N/A,N/A,N/A,38,0,38,2,38,1,N/A,N/A
9,28,2026-03-07,Nunavut,95,2,95,0,0,0,0,0,0,95,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9,28,2026-03-07,Territories,154,2,150,3,1,1,0,2,1,150,21,N/A,N/A,N/A,N/A,N/A,N/A,38,0,38,2,38,1,N/A,N/A
9,28,2026-03-07,Canada,34306,1423,30634,1651,30,127,421,665,986,32099,2432,9450,10,11,44,32,53,9072,120,9352,492,9719,545,8709,859
10,29,2026-03-14,Newfoundland and Labrador,489,11,465,29,1,28,0,29,0,465,22,465,0,0,0,1,0,465,3,465,41,465,9,465,69
10,29,2026-03-14,Prince Edward Island,218,6,216,34,0,0,0,0,34,216,17,18,0,0,1,0,0,18,1,18,4,18,2,18,3
10,29,2026-03-14,Nova Scotia,1533,26,1555,292,1,8,91,100,192,1555,91,53,0,0,0,0,0,53,0,53,2,53,2,53,4
10,29,2026-03-14,New Brunswick,1135,31,1128,72,0,4,24,28,44,1128,110,144,1,0,6,0,1,144,3,144,11,144,14,144,19
10,29,2026-03-14,Atlantic,3375,74,3364,427,2,40,115,157,270,3364,240,680,1,0,7,1,1,680,7,680,58,680,27,680,95
10,29,2026-03-14,Quebec,9115,273,8977,360,0,0,147,147,213,7405,663,1045,2,4,9,0,0,1046,31,1045,88,1106,63,1045,73
