week,weekorder,date,ReportingLaboratory,test_sarscov2,pos_sarscov2,test_flu,pos_flu,pos_flua_h1,pos_flua_h3,pos_flua_uns,pos_flua,pos_flub,test_rsv,pos_rsv,test_hpiv,pos_hpiv_1,pos_hpiv_2,pos_hpiv_3,pos_hpiv_4,pos_hpiv_other,test_adv,pos_adv,test_hmpv,pos_hmpv,test_evrv,pos_evrv,test_hcov,pos_hcov
10,29,2026-03-14,Ontario,10852,627,10548,407,6,7,44,57,350,10619,654,4689,0,0,0,0,73,4198,39,4531,162,4788,196,3925,296
10,29,2026-03-14,Manitoba,1156,44,1071,15,0,0,3,3,12,1071,44,100,0,2,3,1,0,100,4,100,18,100,10,100,7
10,29,2026-03-14,Saskatchewan,1481,52,1487,103,2,0,5,7,96,1373,126,546,2,3,11,3,0,546,8,546,49,546,34,546,64
10,29,2026-03-14,Alberta,5153,140,1774,140,1,7,0,8,132,4651,318,1774,14,2,10,9,0,1774,9,1773,98,1774,131,1774,174
10,29,2026-03-14,Prairies,7790,236,4332,258,3,7,8,18,240,7095,488,2420,16,7,24,13,0,2420,21,2419,165,2420,175,2420,245
10,29,2026-03-14,British Columbia,3170,85,3557,230,21,29,0,90,140,3557,211,797,3,2,6,6,0,821,16,802,69,831,83,790,67
10,29,2026-03-14,Yukon,48,0,39,12,2,0,0,9,3,38,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,29,2026-03-14,Northwest Territories,54,1,54,2,0,0,0,0,2,54,15,N/A,N/A,N/A,N/A,N/A,N/A,54,3,54,0,54,3,N/A,N/A
10,29,2026-03-14,Nunavut,77,0,77,15,0,0,0,0,15,77,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10,29,2026-03-14,Territories,179,1,170,29,2,0,0,9,20,169,32,N/A,N/A,N/A,N/A,N/A,N/A,54,3,54,0,54,3,N/A,N/A
10,29,2026-03-14,Canada,34481,1296,30948,1711,34,83,314,478,1233,32209,2288,9631,22,13,46,20,74,9219,117,9531,542,9879,547,8860,776
11,30,2026-03-21,Newfoundland and Labrador,518,14,474,25,0,21,0,21,4,474,31,474,2,1,4,1,0,474,3,474,37,474,18,474,66
11,30,2026-03-21,Prince Edward Island,155,4,154,25,0,1,2,3,22,154,17,11,0,1,1,0,0,11,0,11,0,11,3,11,4
11,30,2026-03-21,Nova Scotia,1459,15,1472,240,0,1,59,60,180,1472,81,30,0,0,0,0,0,30,0,30,1,30,2,30,3
11,30,2026-03-21,New Brunswick,1021,21,1029,92,0,2,9,11,81,1029,90,110,0,0,4,1,0,110,6,110,10,110,13,110,17
11,30,2026-03-21,Atlantic,3153,54,3129,382,0,25,70,95,287,3129,219,625,2,2,9,2,0,625,9,625,48,625,36,625,90
11,30,2026-03-21,Quebec,8287,205,8160,287,0,0,92,92,195,6772,522,940,0,1,13,0,0,940,26,940,79,1017,59,940,66
11,30,2026-03-21,Ontario,10134,531,10037,370,1,2,34,37,333,10015,484,4421,0,0,0,0,55,3981,53,4224,157,4511,208,3668,288
11,30,2026-03-21,Manitoba,1188,31,1089,24,0,0,1,1,23,1089,46,94,1,0,3,0,0,94,0,94,9,94,9,94,15
11,30,2026-03-21,Saskatchewan,1485,32,1490,159,3,1,6,10,149,1366,131,568,1,1,21,4,0,568,5,568,67,568,26,568,76
11,30,2026-03-21,Alberta,5159,97,1768,182,4,1,0,5,177,4694,264,1768,21,7,23,13,0,1768,9,1767,110,1768,119,1768,160
11,30,2026-03-21,Prairies,7832,160,4347,365,7,2,7,16,349,7149,441,2430,23,8,47,17,0,2430,14,2429,186,2430,154,2430,251
11,30,2026-03-21,British Columbia,3006,53,3421,256,8,15,1,81,175,3421,208,835,2,0,9,4,0,860,20,837,75,874,75,829,73
11,30,2026-03-21,Yukon,59,0,47,20,6,1,0,13,7,46,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,30,2026-03-21,Northwest Territories,40,0,40,8,0,2,0,2,6,40,10,N/A,N/A,N/A,N/A,N/A,N/A,40,1,40,0,40,1,N/A,N/A
11,30,2026-03-21,Nunavut,85,1,85,10,0,1,0,1,9,85,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
11,30,2026-03-21,Territories,184,1,172,38,6,4,0,16,22,171,27,N/A,N/A,N/A,N/A,N/A,N/A,40,1,40,0,40,1,N/A,N/A
11,30,2026-03-21,Canada,32596,1004,29266,1698,22,48,204,337,1361,30657,1901,9251,27,11,78,23,55,8876,123,9095,545,9497,533,8492,768
12,31,2026-03-28,Newfoundland and Labrador,389,19,379,22,0,5,0,5,17,379,27,379,1,0,1,1,0,379,1,379,25,379,21,379,55
12,31,2026-03-28,Prince Edward Island,157,4,157,24,0,0,2,2,22,157,13,10,0,0,0,0,0,10,1,10,2,10,2,10,1
12,31,2026-03-28,Nova Scotia,1411,9,1426,178,0,0,25,25,153,1426,64,45,1,0,0,1,0,45,0,45,2,45,5,45,3
12,31,2026-03-28,New Brunswick,1098,24,1102,156,0,1,10,11,145,1102,86,133,0,1,3,1,1,133,7,133,14,133,12,133,15
12,31,2026-03-28,Atlantic,3055,56,3064,380,0,6,37,43,337,3064,190,567,2,1,4,3,1,567,9,567,43,567,40,567,74
12,31,2026-03-28,Quebec,8196,195,8087,305,0,0,72,72,233,6871,448,935,2,1,13,1,0,935,36,935,85,1008,76,935,62
12,31,2026-03-28,Ontario,9517,445,9295,377,5,3,39,47,330,9237,405,3989,0,0,0,0,50,3602,31,3893,160,4149,211,3273,182
12,31,2026-03-28,Manitoba,1194,42,1094,34,0,0,1,1,33,1094,50,102,0,0,1,1,0,102,1,102,15,102,6,102,9
12,31,2026-03-28,Saskatchewan,1530,26,1503,195,0,0,4,4,191,1383,109,519,1,1,14,0,0,519,9,519,51,519,25,519,48
12,31,2026-03-28,Alberta,3983,57,1003,87,3,1,0,4,83,3034,113,963,10,0,18,8,0,1003,5,1003,59,1003,71,963,78
12,31,2026-03-28,Prairies,6707,125,3600,316,3,1,5,9,307,5511,272,1584,11,1,33,9,0,1624,15,1624,125,1624,102,1584,135
12,31,2026-03-28,British Columbia,2762,50,2988,186,1,4,0,46,140,2988,180,642,0,1,13,1,0,657,14,642,53,669,48,639,55
12,31,2026-03-28,Yukon,38,1,28,5,1,0,0,4,1,28,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12,31,2026-03-28,Northwest Territories,26,0,26,4,0,0,0,0,4,26,9,N/A,N/A,N/A,N/A,N/A,N/A,26,0,26,1,26,0,N/A,N/A
12,31,2026-03-28,Nunavut,72,1,72,7,0,0,0,0,7,72,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12,31,2026-03-28,Territories,136,2,126,16,1,0,0,4,12,126,28,N/A,N/A,N/A,N/A,N/A,N/A,26,0,26,1,26,0,N/A,N/A
12,31,2026-03-28,Canada,30373,873,27160,1580,10,14,153,221,1359,27797,1523,7717,15,4,63,14,51,7411,105,7687,467,8043,477,6998,508
